RUN	File	Counts	Error	Data	Ora	Durata	Volume	Rate	ErrRate
RUN4118	0	1503.5594658370921	27.819748132366158	20250220	21:03	3439.50048828125	149.7	3.4952420121895784	0.06467103872519145
RUN4120	0	1486.048959672773	24.210856055575487	20250220	22:52	3555.759033203125	149.7	3.341587319172439	0.05444146981498847
RUN4121	0	1443.4469151166936	28.746808018503163	20250221	00:00	3372.587890625	149.7	3.422075275770895	0.06815196315653858
RUN4122	0	1565.573567370877	27.359989430094625	20250221	01:00	3771.62158203125	149.7	3.3189246005460986	0.05800158094308885
RUN4123	0	1656.4734736089308	30.767310201518317	20250221	03:28	3997.576904296875	149.7	3.3131391501945533	0.06153819037786554
RUN4129	0	1365.982637063338	25.670732656899116	20250221	08:00	3582.638916015625	151.0	3.0223100217927588	0.05679787610075705
RUN4130	0	1846.8522267806372	29.058151507982256	20250221	9:21	4598.46240234375	159.7	3.01015188624586	0.04736136887629834
RUN4132	0	1679.2769199183226	28.098358515177306	20250221	10:51	3584.264892578125	159.7	3.511487469687046	0.05875566600987908
RUN4133	0	1584.2489482884375	31.606189016914378	20250221	11:53	3840.23681640625	159.7	3.0919632469664045	0.06168549136330565
RUN4134	0	1632.7631764148175	28.128522969022345	20250221	13:00	3587.925537109375	159.7	3.410740501578668	0.05875873116558835
RUN4135	0	1584.3644566755283	27.83054329084685	20250221	14:01	3582.571533203125	159.7	3.314584709846111	0.058223152425492086
RUN4136	0	1668.6261238939712	32.80236159782974	20250221	15:03	3583.099365234375	159.7	3.4903508862054586	0.0686143829544239
RUN4137	0	1612.5966166138403	32.4753663731157	20250221	16:04	3565.647705078125	166.5	3.25122400898658	0.06547495496711252
RUN4138	0	1645.6999998904355	26.18263311304833	20250221	17:12	3602.135009765625	174.0	3.1427892068000647	0.05000090949673245
RUN4139	0	1321.0936021805278	27.193786898903834	20250221	18:16	2854.310791015625	180.8	3.064133777598502	0.06307304860171477
RUN4143	0	1816.7170794093574	29.481549334725834	20250221	21:45	3818.037841796875	183.2	3.1088188731318764	0.05044968092156757
RUN4145	0	1757.3667936759978	28.77739709532845	20250222	00:01	3839.296142578125	183.2	2.9906056714069194	0.048972045717102196
RUN4146	0	1704.0259903634546	28.544327174808437	20250222	01:10	3639.38671875	183.2	3.0591189041199742	0.051243637925509136
